0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.690
0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000
0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.690
0.690,0.690,0.000,0.000,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.690,0.000,0.690,0.000
0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.690
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.690
0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.000,0.000,0.000,0.000
0.000,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.690
0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690
0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.000
0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.000
0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.000,0.690,0.690,0.690,0.000,0.000,0.000
0.690,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690
0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690
0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690
0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.000,0.000,0.000,0.000,0.690
0.690,0.690,0.000,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.690
0.000,0.000,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.000
0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.000,0.000,0.690,0.690
0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.000,0.690,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.000
0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.690
0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.000,0.690
0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.000,0.690,0.690
0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.690
0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.000,0.690
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.690
0.690,0.000,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.690
0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.000,0.690,0.000,0.000,0.000,0.690,0.000,0.000,0.000,0.000,0.690
0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.000
0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.000,0.690
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.000,0.000,0.690,0.690,0.690
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.000
0.000,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.000,0.000,0.000,0.690,0.690,0.690,0.690,0.690,0.690
0.000,0.000,0.690,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.000,0.690,0.690,0.690
0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.690
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690
0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.000
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.000,0.000,0.000,0.000,0.690,0.690,0.690,0.000
0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.000
0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.000
0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.000,0.690,0.690,0.000
0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.000,0.690,0.690
0.000,0.690,0.000,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.690
0.690,0.000,0.000,0.000,0.000,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.000,0.000,0.000,0.690
0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.000,0.690,0.000,0.000,0.000,0.690,0.000
0.690,0.690,0.690,0.000,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.000,0.690,0.000,0.000,0.000,0.690,0.690,0.000,0.690
0.000,0.690,0.000,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.000,0.000,0.000,0.000,0.690,0.690,0.000,0.690,0.000
0.690,0.690,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.000,0.000,0.000,0.690,0.690,0.690,0.000
0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.690,0.690,0.000,0.000,0.690
0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.000,0.690,0.690,0.690
0.690,0.690,0.690,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.000,0.000,0.000,0.000,0.690,0.690,0.690
0.000,0.690,0.000,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.000,0.690
0.000,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.690,0.690
0.690,0.690,0.000,0.000,0.000,0.000,0.000,0.690,0.000,0.000,0.690,0.690,0.690,0.690,0.000,0.690,0.690,0.690,0.690,0.000
0.000,0.690,0.690,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.000,0.690,0.690,0.690,0.690,0.000,0.000,0.690,0.000,0.000
0.690,0.690,0.000,0.690,0.000,0.000,0.690,0.690,0.000,0.000,0.000,0.690,0.000,0.690,0.690,0.000,0.690,0.690,0.000,0.690
